Date,Adj Close,Close,High,Low,Open,Volume
2015-01-02,24.34716796875,27.332500457763672,27.860000610351562,26.837499618530273,27.84749984741211,212818400
2015-01-05,23.661272048950195,26.5625,27.162500381469727,26.352500915527344,27.072500228881836,257142000
2015-01-06,23.66349983215332,26.565000534057617,26.857500076293945,26.157499313354492,26.635000228881836,263188400
2015-01-07,23.995315551757812,26.9375,27.049999237060547,26.674999237060547,26.799999237060547,160423600
2015-01-08,24.917264938354492,27.97249984741211,28.037500381469727,27.174999237060547,27.3075008392334,237458000
2015-01-09,24.943988800048828,28.002500534057617,28.3125,27.552499771118164,28.167499542236328,214798000
2015-01-12,24.329357147216797,27.3125,28.157499313354492,27.200000762939453,28.149999618530273,198603200
2015-01-13,24.545372009277344,27.55500030517578,28.200000762939453,27.227500915527344,27.857500076293945,268367600
2015-01-14,24.451833724975586,27.450000762939453,27.622499465942383,27.125,27.260000228881836,195826400
2015-01-15,23.788211822509766,26.704999923706055,27.514999389648438,26.665000915527344,27.5,240056000
2015-01-16,23.603376388549805,26.497499465942383,26.895000457763672,26.299999237060547,26.75749969482422,314053200
2015-01-20,24.21133041381836,27.18000030517578,27.24250030517578,26.625,26.959999084472656,199599600
2015-01-21,24.396162033081055,27.387500762939453,27.764999389648438,27.0674991607666,27.237499237060547,194303600
2015-01-22,25.03084373474121,28.100000381469727,28.11750030517578,27.43000030517578,27.565000534057617,215185600
2015-01-23,25.160005569458008,28.2450008392334,28.4375,27.88249969482422,28.075000762939453,185859200
2015-01-26,25.186723709106445,28.274999618530273,28.59000015258789,28.200000762939453,28.434999465942383,222460000
2015-01-27,24.304859161376953,27.28499984741211,28.1200008392334,27.25749969482422,28.104999542236328,382274800
2015-01-28,25.67888641357422,28.827499389648438,29.530000686645508,28.827499389648438,29.407499313354492,585908400
2015-01-29,26.478357315063477,29.725000381469727,29.797500610351562,28.889999389648438,29.079999923706055,337745600
2015-01-30,26.090869903564453,29.290000915527344,30.0,29.212499618530273,29.600000381469727,334982000
2015-02-02,26.41822624206543,29.657499313354492,29.792499542236328,29.020000457763672,29.512500762939453,250956400
2015-02-03,26.422683715820312,29.662500381469727,29.772499084472656,29.40250015258789,29.625,207662800
2015-02-04,26.625335693359375,29.889999389648438,30.127500534057617,29.577499389648438,29.625,280598800
2015-02-05,26.815370559692383,29.985000610351562,30.0575008392334,29.8125,30.0049991607666,168984800
2015-02-06,26.589567184448242,29.732500076293945,30.0625,29.612499237060547,30.0049991607666,174826400
2015-02-09,26.766185760498047,29.93000030517578,29.959999084472656,29.607500076293945,29.637500762939453,155559200
2015-02-10,27.280406951904297,30.5049991607666,30.537500381469727,30.040000915527344,30.042499542236328,248034000
2015-02-11,27.919818878173828,31.219999313354492,31.229999542236328,30.625,30.6924991607666,294247200
2015-02-12,28.2730655670166,31.614999771118164,31.8700008392334,31.392499923706055,31.514999389648438,297898000
2015-02-13,28.41168975830078,31.770000457763672,31.81999969482422,31.412500381469727,31.81999969482422,217088800
2015-02-17,28.579364776611328,31.957500457763672,32.220001220703125,31.729999542236328,31.872499465942383,252609600
2015-02-18,28.77834701538086,32.18000030517578,32.19499969482422,31.862499237060547,31.907499313354492,179566800
2015-02-19,28.71798324584961,32.11249923706055,32.25749969482422,32.08250045776367,32.119998931884766,149449600
2015-02-20,28.95273780822754,32.375,32.375,32.01250076293945,32.154998779296875,195793600
2015-02-23,29.735240936279297,33.25,33.25,32.415000915527344,32.505001068115234,283896400
2015-02-24,29.54967498779297,33.04249954223633,33.400001525878906,32.79249954223633,33.23500061035156,276912400
2015-02-25,28.79399299621582,32.1974983215332,32.900001525878906,32.037498474121094,32.88999938964844,298846800
2015-02-26,29.158418655395508,32.60499954223633,32.717498779296875,31.65250015258789,32.1974983215332,365150000
2015-02-27,28.7202205657959,32.1150016784668,32.64250183105469,32.060001373291016,32.5,248059200
2015-03-02,28.861059188842773,32.272499084472656,32.56999969482422,32.07500076293945,32.3125,192386800
2015-03-03,28.921430587768555,32.34000015258789,32.380001068115234,32.022499084472656,32.2400016784668,151265200
2015-03-04,28.738100051879883,32.1349983215332,32.38999938964844,32.08000183105469,32.275001525878906,126665200
